3040.84	24.0	-7.57	0.36
3040.85	26.1	-7.89	0.26
3041.22	25.0	-7.56	0.37
3041.54	26.1	-7.42	0.22
3041.83	26.1	-7.43	0.23
3042.02	26.0	-7.49	0.35
3042.37	26.1	-7.68	0.22
3042.48	27.0	-7.67	0.36
3042.66	26.0	-7.50	0.35
3043.12	23.0	-7.53	0.36
3043.14	25.0	-7.56	0.37
3043.30	26.1	-7.93	0.22
3043.35	25.0	-7.56	0.37
3043.55	23.0	-7.54	0.36
3044.00	27.0	-7.68	0.36
3044.58	25.0	-7.77	0.37
3044.84	26.1	-7.79	0.19
3044.94	23.0	-7.53	0.36
3045.01	28.0	-7.77	0.37
3045.32	26.1	-7.89	0.27
3045.59	25.0	-7.56	0.37
3045.71	26.1	-7.44	0.23
3045.80	25.0	-7.56	0.37
3046.06	26.1	-7.42	0.21
3046.67	26.1	-7.89	0.27
3047.03	25.0	-7.56	0.37
3047.60	26.1	-7.89	0.24
3047.60	26.0	-7.70	0.37
3048.86	25.0	-7.56	0.37
3048.88	27.0	-7.65	0.36
3048.99	26.1	-7.42	0.23
3049.18	26.1	-7.89	0.26
3049.38	26.1	-7.78	0.20
3049.57	26.1	-7.89	0.21
3050.39	23.0	-7.60	0.38
3050.82	28.0	-7.76	0.38
3050.88	23.0	-7.73	0.38
3051.01	26.1	-7.44	0.23
3052.21	23.0	-7.78	0.37
3052.61	26.1	-7.44	0.22
3053.07	26.0	-7.62	0.38
3053.19	26.1	-7.42	0.22
3053.65	23.0	-7.54	0.36
3053.66	26.1	-7.44	0.23
3053.87	24.0	-7.57	0.36
3054.13	27.0	-7.74	0.37
3054.31	28.0	-7.75	0.38
3054.37	25.0	-7.77	0.37
3054.72	27.0	-7.66	0.36
3055.07	26.1	-7.89	0.25
3055.35	26.1	-7.42	0.24
3055.87	26.1	-7.43	0.23
3056.33	23.0	-7.54	0.36
3056.80	26.1	-7.90	0.23
3057.27	26.1	-7.89	0.25
3057.45	26.0	-7.54	0.35
3057.64	28.0	-7.74	0.38
3058.35	26.1	-7.44	0.23
3058.65	26.1	-7.68	0.22
3058.92	26.1	-7.42	0.22
3059.09	26.0	-7.71	0.37
3059.72	26.1	-7.44	0.23
3060.01	26.1	-7.90	0.23
3060.46	23.0	-7.53	0.36
3060.92	23.0	-7.78	0.37
3060.98	26.1	-7.42	0.22
3061.03	21.0	-7.56	0.38
3061.33	26.1	-7.77	0.23
3061.62	26.1	-7.89	0.26
3061.82	27.0	-7.67	0.36
3062.13	25.0	-7.77	0.37
3062.19	27.0	-7.73	0.37
3062.24	26.1	-7.88	0.27
3062.39	26.1	-7.44	0.23
3063.06	26.1	-7.43	0.22
3063.72	23.0	-7.73	0.38
3063.78	26.1	-7.42	0.22
3063.88	26.1	-7.68	0.22
3064.36	27.0	-7.67	0.36
3064.62	28.0	-7.75	0.38
3065.32	26.1	-7.80	0.22
3066.03	25.0	-7.77	0.37
3066.19	26.1	-7.89	0.25
3066.37	23.0	-7.53	0.36
3066.52	23.0	-7.54	0.36
3066.75	26.1	-7.44	0.22
3067.24	26.0	-7.53	0.35
3068.17	26.0	-7.78	0.37
3068.18	21.0	-7.55	0.38
3068.76	26.1	-7.90	0.24
3069.65	23.0	-7.78	0.37
3070.27	25.0	-7.77	0.37
3070.58	26.1	-7.89	0.26
3070.69	26.1	-7.89	0.23
3070.72	26.1	-7.43	0.22
3071.13	26.1	-7.42	0.23
3071.28	26.1	-7.44	0.23
3071.30	26.1	-7.44	0.22
3071.66	26.1	-7.89	0.24
3071.67	26.1	-7.43	0.23
3071.96	27.0	-7.71	0.37
3072.34	27.0	-7.66	0.36
3073.14	25.0	-7.77	0.37
3073.33	21.0	-7.55	0.38
3074.70	26.1	-7.43	0.22
3074.94	26.1	-7.89	0.24
3075.23	26.1	-7.89	0.23
3075.61	26.1	-7.42	0.22
3075.72	26.0	-7.52	0.35
3075.93	23.0	-7.56	0.38
3076.44	26.1	-7.42	0.23
3076.86	26.1	-7.43	0.23
3076.92	26.1	-7.43	0.23
3077.17	26.1	-7.88	0.26
3077.88	26.1	-7.75	0.21
3078.20	26.1	-7.77	0.19
3078.44	26.1	-7.80	0.21
3078.68	26.1	-7.43	0.23
3079.36	26.1	-7.90	0.24
3079.64	25.0	-7.77	0.37
3079.99	26.1	-7.68	0.22
3080.15	23.0	-7.78	0.37
3080.22	26.1	-7.43	0.23
3080.33	23.0	-7.57	0.38
3080.40	26.1	-7.68	0.22
3080.42	26.1	-7.88	0.26
3080.75	28.0	-7.74	0.38
3081.34	25.0	-7.77	0.37
3082.11	23.0	-7.53	0.36
3082.15	13.0	-7.38	0.35
3082.42	26.1	-7.43	0.22
3082.61	27.0	-7.69	0.36
3082.66	26.1	-7.90	0.24
3083.02	26.1	-7.80	0.22
3083.14	26.1	-7.68	0.22
3083.54	23.0	-7.56	0.38
3083.74	26.0	-7.51	0.35
3086.77	27.0	-7.65	0.36
3087.06	23.0	-7.57	0.38
3088.11	23.0	-7.57	0.38
3089.13	23.0	-7.57	0.38
3089.38	26.1	-7.87	0.31
3089.59	27.0	-7.67	0.36
3091.06	12.0	-6.88	0.35
3091.14	25.0	-7.46	0.39
3091.44	23.0	-7.78	0.37
3091.54	23.0	-7.78	0.37
3091.58	26.0	-7.51	0.35
3091.98	26.1	-7.68	0.22
3092.71	13.0	-7.38	0.35
3092.84	13.0	-7.38	0.35
3092.98	12.0	-6.88	0.35
3092.99	12.0	-6.88	0.35
3093.24	23.0	-7.78	0.37
3093.79	23.0	-7.56	0.38
3094.69	23.0	-7.57	0.38
3096.30	26.1	-7.80	0.21
3096.84	26.1	-7.44	0.23
3096.88	12.0	-6.88	0.35
3096.89	12.0	-6.88	0.35
3096.89	12.0	-6.88	0.35
3097.12	28.0	-7.77	0.38
3097.42	26.1	-7.79	0.19
3097.60	26.1	-7.89	0.23
3097.75	25.0	-7.74	0.38
3097.78	26.1	-7.88	0.23
3098.09	25.0	-7.56	0.37
3098.19	26.0	-7.78	0.37
3098.19	27.0	-7.66	0.36
3098.61	26.1	-7.68	0.22
3099.11	28.0	-7.77	0.38
3099.46	26.1	-7.68	0.22
3099.97	26.0	-7.54	0.35
3100.67	26.0	-7.53	0.35
3101.56	28.0	-7.76	0.38
3101.84	26.1	-7.89	0.26
3101.88	28.0	-7.72	0.38
3101.89	26.1	-7.79	0.20
3103.26	26.1	-7.72	0.32
3103.28	25.0	-7.58	0.37
3103.81	26.1	-7.88	0.22
3104.07	26.1	-7.68	0.22
3104.47	26.1	-7.68	0.22
3104.74	26.1	-7.88	0.22
3105.17	26.1	-7.89	0.27
3105.46	28.0	-7.76	0.37
3105.50	26.1	-7.44	0.22
3105.55	26.1	-7.89	0.27
3105.92	27.0	-7.61	0.37
3106.57	26.1	-7.89	0.23
3106.74	25.0	-7.74	0.38
3107.71	28.0	-7.77	0.38
3108.64	25.0	-7.58	0.37
3108.80	26.1	-7.68	0.22
3108.88	26.1	-7.77	0.34
3110.68	25.0	-7.58	0.37
3110.82	27.0	-7.66	0.36
3111.20	26.1	-7.72	0.32
3111.94	26.1	-7.54	0.28
3112.92	23.0	-7.57	0.38
3113.05	26.1	-7.90	0.23
3113.13	25.0	-7.58	0.37
3113.36	25.0	-7.74	0.38
3114.12	28.0	-7.64	0.37
3114.13	25.0	-7.56	0.37
3114.30	26.1	-7.89	0.25
3114.69	26.1	-7.89	0.25
3115.35	26.1	-7.88	0.27
3115.47	25.0	-7.58	0.37
3115.49	26.1	-7.79	0.19
3115.77	25.0	-7.54	0.37
3116.58	26.1	-7.89	0.26
3117.36	26.1	-7.68	0.22
3117.46	26.1	-7.44	0.22
3117.48	26.1	-7.42	0.24
3117.53	25.0	-7.54	0.37
3118.12	25.0	-7.54	0.37
3118.24	27.0	-7.67	0.36
3118.29	26.1	-7.78	0.24
3118.55	26.1	-7.44	0.23
3118.64	27.0	-7.73	0.37
3118.73	26.1	-7.88	0.27
3119.47	26.1	-7.72	0.32
3119.49	26.0	-7.65	0.38
3119.55	26.1	-7.44	0.22
3119.90	26.1	-7.90	0.22
3120.02	26.1	-7.79	0.19
3120.44	26.0	-7.64	0.38
3120.56	26.1	-7.43	0.23
3120.84	26.1	-7.69	0.32
3121.07	25.0	-7.74	0.38
3121.17	26.1	-7.72	0.29
3121.41	26.1	-7.54	0.27
3121.41	27.0	-7.70	0.36
3121.56	27.0	-7.68	0.36
3121.61	26.1	-7.74	0.21
3122.88	26.1	-7.68	0.22
3122.91	26.1	-7.79	0.22
3123.73	26.1	-7.66	0.22
3125.87	26.1	-7.43	0.23
3126.06	26.1	-7.43	0.23
3126.61	26.1	-7.78	0.22
3126.84	25.0	-7.74	0.38
3127.25	27.0	-7.63	0.37
3127.30	26.1	-7.54	0.27
3128.87	26.1	-7.69	0.32
3129.01	27.0	-7.61	0.37
3129.01	26.1	-7.79	0.19
3129.31	28.0	-7.76	0.38
3130.42	4.1	-8.02	0.39
3130.56	26.1	-7.89	0.23
3131.06	4.1	-8.02	0.39
3131.40	26.1	-7.88	0.24
3131.72	26.1	-7.89	0.25
3132.21	27.0	-7.74	0.37
3132.29	25.0	-7.68	0.36
3132.58	26.1	-7.78	0.22
3133.05	26.1	-7.89	0.26
3133.75	26.1	-7.69	0.22
3134.10	28.0	-7.75	0.38
3134.11	26.0	-7.54	0.36
3134.17	26.1	-7.88	0.26
3134.18	26.1	-7.74	0.21
3134.22	26.1	-7.43	0.23
3134.98	26.1	-7.78	0.24
3135.19	25.0	-7.18	0.39
3135.36	26.1	-7.89	0.26
3135.48	26.1	-7.73	0.31
3135.59	26.1	-7.43	0.22
3136.73	27.0	-7.75	0.37
3136.97	25.0	-7.59	0.37
3137.24	26.1	-7.43	0.22
3137.31	26.1	-7.75	0.21
3137.33	27.0	-7.66	0.36
3137.49	26.1	-7.74	0.21
3138.14	25.0	-7.19	0.36
3138.18	26.1	-7.43	0.22
3139.16	26.1	-7.77	0.35
3139.66	26.0	-7.22	0.36
3139.94	27.0	-7.68	0.36
3140.07	26.1	-7.79	0.22
3140.48	26.1	-7.66	0.22
3140.59	26.1	-7.67	0.22
3140.69	26.1	-7.44	0.22
3140.89	26.1	-7.66	0.22
3141.82	25.0	-7.20	0.36
3142.19	26.1	-7.43	0.22
3142.22	26.1	-7.78	0.21
3142.67	25.0	-7.74	0.37
3143.24	26.0	-7.70	0.37
3144.28	26.1	-7.42	0.24
3144.75	26.1	-7.89	0.26
3145.11	28.0	-7.80	0.38
3145.71	28.0	-7.78	0.38
3146.41	26.1	-7.43	0.22
3146.61	26.1	-7.67	0.22
3146.76	26.1	-7.90	0.22
3147.06	27.0	-7.67	0.36
3147.87	26.1	-7.44	0.23
3148.44	24.0	-7.60	0.38
3148.85	25.0	-7.55	0.36
3148.85	26.1	-7.74	0.34
3149.25	26.1	-7.54	0.27
3149.31	27.0	-7.68	0.36
3149.92	25.0	-7.19	0.36
3151.46	25.0	-7.68	0.36
3151.83	26.1	-7.44	0.22
3151.87	26.0	-7.70	0.37
3152.78	26.1	-7.73	0.31
3153.13	26.1	-7.44	0.22
3154.20	26.1	-7.89	0.23
3154.59	26.1	-7.54	0.27
3155.15	24.0	-7.60	0.38
3155.95	26.1	-7.90	0.22
3155.96	26.1	-7.81	0.20
3156.08	25.0	-7.68	0.36
3156.27	26.0	-7.31	0.35
3156.31	26.1	-7.74	0.21
3156.99	26.1	-7.44	0.22
3158.29	27.0	-7.73	0.37
3158.32	26.1	-7.80	0.21
3158.77	27.0	-7.69	0.36
3159.13	26.1	-7.83	0.22
3159.32	26.1	-7.81	0.20
3159.32	26.1	-7.89	0.25
3159.48	26.1	-7.75	0.21
3159.52	28.0	-7.78	0.38
3159.95	25.0	-7.74	0.37
3160.15	25.0	-7.74	0.38
3160.61	24.0	-7.60	0.38
3160.66	26.0	-7.22	0.36
3161.95	26.0	-7.23	0.36
3161.98	26.1	-7.78	0.21
3162.42	26.1	-7.81	0.19
3162.80	26.1	-7.89	0.25
3163.09	26.1	-7.78	0.21
3163.75	24.0	-7.59	0.38
3163.87	26.1	-7.89	0.25
3164.27	26.1	-7.89	0.25
3164.42	26.1	-7.44	0.22
3165.01	26.0	-7.22	0.36
3165.51	28.0	-7.77	0.38
3165.63	26.1	-7.76	0.22
3165.79	26.1	-7.81	0.20
3165.88	26.1	-7.73	0.34
3165.93	26.1	-7.43	0.23
3166.04	26.1	-7.44	0.23
3166.22	26.1	-7.89	0.25
3166.24	26.0	-7.21	0.36
3166.30	26.1	-7.73	0.34
3166.40	26.1	-7.44	0.23
3166.44	26.0	-7.64	0.38
3166.67	26.1	-7.79	0.23
3166.76	26.1	-7.79	0.21
3166.81	26.1	-7.44	0.23
3167.82	25.0	-7.74	0.37
3167.86	26.1	-7.44	0.23
3167.86	26.1	-7.89	0.23
3167.94	26.1	-7.89	0.25
3168.85	26.0	-7.20	0.36
3169.57	24.0	-7.59	0.38
3170.34	26.1	-7.79	0.23
3170.42	25.0	-7.55	0.36
3170.51	26.1	-7.78	0.25
3172.38	26.1	-7.54	0.27
3172.66	26.1	-7.76	0.22
3173.49	26.1	-7.44	0.22
3175.07	26.1	-7.87	0.29
3175.38	25.0	-7.53	0.36
3175.45	26.0	-7.24	0.36
3175.58	25.0	-7.74	0.38
3176.36	26.0	-7.61	0.38
3176.64	26.1	-7.78	0.25
3177.06	25.0	-7.73	0.37
3177.08	26.1	-7.77	0.32
3177.25	26.1	-7.89	0.26
3177.53	26.1	-7.89	0.25
3177.60	26.1	-7.79	0.19
3177.62	25.0	-7.73	0.37
3177.66	26.1	-7.89	0.26
3178.96	26.1	-7.43	0.22
3179.50	26.1	-7.87	0.31
3180.15	26.1	-7.87	0.29
3180.22	26.0	-7.22	0.36
3180.76	26.0	-7.70	0.37
3181.26	26.1	-7.76	0.22
3181.92	26.0	-7.21	0.36
3182.65	26.1	-7.76	0.22
3182.81	26.1	-7.77	0.32
3183.07	26.1	-7.92	0.20
3183.11	26.1	-7.78	0.21
3183.41	23.0	-7.57	0.36
3183.97	23.0	-7.56	0.36
3184.01	23.0	-7.57	0.37
3184.37	28.0	-7.77	0.38
3184.44	26.1	-7.90	0.22
3184.63	26.0	-7.22	0.36
3184.84	26.1	-7.43	0.22
3184.90	26.0	-7.70	0.37
3185.10	26.1	-7.90	0.23
3185.32	26.1	-7.78	0.21
3185.38	23.0	-7.56	0.36
3186.09	26.1	-7.89	0.21
3186.34	27.0	-7.74	0.37
3186.45	22.0	-7.55	0.37
3186.74	26.1	-7.79	0.23
3187.30	26.1	-7.89	0.25
3189.75	27.0	-7.67	0.36
3189.96	25.0	-7.74	0.38
3190.14	26.1	-7.89	0.26
3190.29	26.1	-7.43	0.23
3190.77	26.1	-7.43	0.22
3190.84	26.1	-7.89	0.25
3191.29	27.0	-7.74	0.37
3191.37	26.1	-7.89	0.26
3192.00	22.0	-7.55	0.37
3192.07	26.1	-7.89	0.23
3192.80	26.0	-7.21	0.36
3192.91	26.1	-7.79	0.24
3193.16	27.0	-7.63	0.37
3193.23	26.0	-7.71	0.37
3193.77	26.1	-7.89	0.26
3193.80	26.1	-7.78	0.22
3193.86	26.1	-7.90	0.22
3194.42	26.0	-7.22	0.36
3195.57	28.0	-7.77	0.38
3196.07	26.1	-7.79	0.22
3196.12	26.1	-7.89	0.21
3196.63	26.1	-7.80	0.19
3196.93	26.0	-7.24	0.36
3197.01	26.1	-7.44	0.23
3197.11	28.0	-7.64	0.37
3198.01	23.0	-7.57	0.37
3198.17	26.1	-7.76	0.22
3198.55	26.1	-7.89	0.21
3198.66	27.0	-7.61	0.37
3199.32	27.0	-7.68	0.36
3199.53	26.0	-7.24	0.36
3199.92	22.0	-7.54	0.37
3200.42	28.0	-7.67	0.36
3200.48	26.0	-7.22	0.36
3201.11	25.0	-7.74	0.38
3201.14	26.1	-7.54	0.27
3201.73	26.1	-7.76	0.22
3202.36	26.1	-7.43	0.23
3202.39	23.0	-7.57	0.37
3203.02	27.0	-7.70	0.37
3203.14	25.0	-7.60	0.37
3203.51	26.1	-7.89	0.26
3203.74	26.1	-7.79	0.21
3203.83	22.0	-7.55	0.37
3204.19	23.0	-7.77	0.37
3204.21	26.1	-7.89	0.31
3204.34	26.1	-7.89	0.21
3204.46	26.1	-7.89	0.21
3205.40	26.0	-7.22	0.36
3206.91	25.0	-7.77	0.37
3207.08	26.0	-7.26	0.36
3207.42	23.0	-7.56	0.37
3207.57	26.1	-7.80	0.21
3208.43	26.1	-7.89	0.21
3208.58	26.1	-7.89	0.21
3208.65	26.1	-7.89	0.21
3209.31	26.1	-7.79	0.21
3209.61	26.1	-7.87	0.27
3209.98	26.1	-7.54	0.28
3210.04	26.1	-7.42	0.24
3210.44	26.1	-7.78	0.22
3210.83	26.1	-7.43	0.23
3211.08	26.1	-7.80	0.20
3211.30	26.1	-7.54	0.28
3211.40	26.1	-7.44	0.22
3212.02	26.1	-7.89	0.22
3212.88	25.0	-7.77	0.37
3213.06	26.1	-7.44	0.23
3213.31	26.1	-7.79	0.24
3214.24	22.0	-7.55	0.37
3214.54	26.1	-7.43	0.23
3214.58	26.1	-7.43	0.23
3215.26	26.1	-7.43	0.23
3215.37	23.0	-7.77	0.37
3215.94	26.0	-7.23	0.36
3216.95	25.0	-7.65	0.37
3217.16	23.0	-7.57	0.37
3217.38	26.0	-7.26	0.36
3218.53	26.1	-7.76	0.22
3218.86	23.0	-7.64	0.38
3219.15	27.0	-7.75	0.37
3219.58	26.0	-7.24	0.36
3220.84	26.1	-7.89	0.25
3221.65	28.0	-7.68	0.35
3222.07	26.0	-7.27	0.36
3222.70	26.1	-7.87	0.27
3223.15	27.0	-7.61	0.37
3223.20	26.1	-7.80	0.23
3224.76	25.0	-7.65	0.37
3224.81	26.1	-7.89	0.24
3224.86	26.1	-7.87	0.34
3225.02	28.0	-7.74	0.38
3225.43	26.1	-7.89	0.21
3225.79	26.0	-7.27	0.35
3226.03	25.0	-7.77	0.37
3226.10	23.0	-7.57	0.37
3226.37	26.1	-7.87	0.34
3226.43	26.1	-7.44	0.22
3226.98	28.0	-7.80	0.38
3227.74	26.1	-7.79	0.24
3227.75	27.0	-7.74	0.37
3227.80	26.0	-7.26	0.36
3228.09	25.0	-7.77	0.37
3228.25	26.0	-7.24	0.36
3228.37	26.1	-7.89	0.24
3228.88	26.1	-7.89	0.26
3229.99	26.0	-7.78	0.37
3230.21	26.0	-7.24	0.36
3230.23	25.0	-7.55	0.36
3230.50	26.1	-7.80	0.20
3230.64	23.0	-7.77	0.37
3230.71	25.0	-7.77	0.37
3230.96	26.0	-7.25	0.36
3231.71	26.1	-7.89	0.23
3232.27	26.1	-7.44	0.23
3232.66	3.0	-7.12	0.37
3232.66	3.0	-7.12	0.37
3232.79	26.1	-7.89	0.23
3232.93	28.0	-7.80	0.38
3233.19	23.0	-7.63	0.38
3233.97	26.0	-7.26	0.36
3234.65	28.0	-7.77	0.38
3234.93	26.1	-7.90	0.21
3235.75	28.0	-7.78	0.38
3236.22	26.0	-7.71	0.37
3236.83	26.1	-7.43	0.24
3237.02	27.0	-7.75	0.38
3237.40	26.1	-7.90	0.23
3237.61	26.1	-7.79	0.20
3237.72	24.0	-7.42	0.38
3237.82	26.1	-7.90	0.23
3238.02	26.1	-7.87	0.28
3238.08	24.0	-7.42	0.38
3238.71	25.0	-7.55	0.36
3239.87	26.1	-7.90	0.23
3240.40	25.0	-7.79	0.37
3240.61	25.0	-7.77	0.37
3240.88	25.0	-7.53	0.36
3241.45	26.1	-7.43	0.23
3241.53	26.1	-7.44	0.23
3241.69	26.1	-7.89	0.23
3242.24	26.1	-7.89	0.20
3243.06	28.0	-7.68	0.37
3243.72	26.1	-7.89	0.23
3243.78	25.0	-7.77	0.37
3244.51	26.1	-7.80	0.23
3245.99	26.1	-7.94	0.20
3246.96	26.0	-7.64	0.37
3247.18	26.1	-7.90	0.23
3247.39	26.1	-7.89	0.23
3247.54	26.1	-7.92	0.20
3248.13	26.1	-7.44	0.23
3248.21	26.0	-7.26	0.36
3248.46	28.0	-7.78	0.38
3249.16	26.1	-7.90	0.22
3249.44	28.0	-7.64	0.35
3249.56	23.0	-7.77	0.37
3249.66	26.1	-7.90	0.23
3249.89	25.0	-7.55	0.36
3249.92	26.1	-7.89	0.24
3250.00	27.0	-7.63	0.37
3250.34	26.1	-7.89	0.24
3250.74	28.0	-7.74	0.38
3251.13	25.0	-7.77	0.37
3251.29	26.1	-7.89	0.22
3251.35	26.1	-7.87	0.28
3252.63	26.1	-7.89	0.20
3252.95	25.0	-7.77	0.37
3253.60	26.0	-7.61	0.37
3254.03	25.0	-7.79	0.37
3254.36	26.0	-7.77	0.37
3254.78	23.0	-7.77	0.37
3255.50	25.0	-7.55	0.36
3255.68	21.0	-7.48	0.37
3255.89	26.1	-7.90	0.21
3256.13	25.0	-7.77	0.37
3257.36	26.1	-7.79	0.20
3257.59	26.0	-7.82	0.37
3257.62	26.1	-7.92	0.20
3257.89	26.1	-7.87	0.33
3258.03	26.1	-7.93	0.21
3258.41	25.0	-7.77	0.37
3258.77	26.1	-7.90	0.23
3259.05	26.1	-7.90	0.22
3259.43	26.1	-7.87	0.33
3260.23	25.0	-7.77	0.37
3261.52	26.1	-7.80	0.22
3261.88	26.1	-7.94	0.21
3263.04	25.0	-7.63	0.37
3263.24	23.0	-7.77	0.37
3264.71	25.0	-7.79	0.37
3264.76	26.1	-7.90	0.22
3265.56	26.1	-7.44	0.23
3265.62	26.0	-7.33	0.36
3265.91	26.1	-7.92	0.20
3266.94	26.1	-7.90	0.22
3267.04	26.1	-7.90	0.24
3267.78	25.0	-7.63	0.37
3268.23	26.0	-7.64	0.37
3268.51	26.1	-7.89	0.25
3268.92	26.1	-7.90	0.23
3269.77	26.1	-7.89	0.25
3269.90	21.0	-7.48	0.37
3270.34	25.0	-7.63	0.37
3270.43	26.1	-7.89	0.23
3270.44	26.1	-7.44	0.23
3270.66	26.1	-7.94	0.21
3271.00	26.0	-7.33	0.36
3271.11	28.0	-7.67	0.36
3271.63	23.0	-7.77	0.37
3271.95	26.1	-7.55	0.27
3272.00	26.1	-7.94	0.21
3273.01	25.0	-7.63	0.37
3273.49	26.1	-7.89	0.25
3273.63	21.0	-7.48	0.37
3276.19	26.1	-7.58	0.40
3276.60	26.1	-7.80	0.21
3277.01	26.1	-7.44	0.23
3277.35	26.1	-7.90	0.21
3277.85	26.1	-7.89	0.21
3277.94	23.0	-7.77	0.37
3278.06	25.0	-7.63	0.37
3278.55	25.0	-7.79	0.37
3279.22	26.1	-7.89	0.27
3279.64	26.1	-7.89	0.25
3280.26	26.0	-7.77	0.37
3280.83	26.1	-7.94	0.21
3281.29	26.1	-7.90	0.21
3281.58	27.0	-7.75	0.38
3282.28	26.1	-7.58	0.40
3282.58	26.1	-7.66	0.32
3282.70	28.0	-7.79	0.38
