 2032.907  26.1 -7.375  0.295
 2033.458  26.1 -7.787  0.226
 2033.595  26.1 -7.927  0.216
 2033.690  26.1 -7.790  0.221
 2033.754  26.1 -7.891  0.280
 2034.186  26.1 -7.493  0.285
 2034.195  26.1 -7.926  0.216
 2034.443  26.1 -7.897  0.225
 2034.616  26.1 -7.793  0.228
 2034.824  26.1 -7.531  0.285
 2034.900  26.1 -7.489  0.280
 2034.947  26.1 -7.373  0.293
 2035.147  26.1 -7.534  0.288
 2035.320  26.1 -7.534  0.288
 2035.634  26.1 -7.530  0.287
 2035.853  26.1 -7.894  0.275
 2036.049  26.1 -7.933  0.206
 2036.191  26.1 -7.369  0.287
 2036.212  26.1 -7.896  0.213
 2036.243  26.1 -7.540  0.287
 2036.437  26.1 -7.793  0.257
 2036.847  26.1 -7.492  0.284
 2037.090  26.1 -7.372  0.296
 2037.150  26.1 -7.937  0.205
 2037.236  26.1 -7.923  0.252
 2037.395  26.1 -7.475  0.349
 2037.467  26.1 -7.458  0.280
 2037.723  26.1 -7.928  0.220
 2037.729  26.1 -7.933  0.216
 2037.756  26.1 -7.540  0.290
 2037.763  26.1 -7.518  0.285
 2037.774  26.1 -7.791  0.221
 2038.018  26.1 -7.534  0.285
 2038.045  26.1 -7.933  0.216
 2038.125  26.1 -7.431  0.215
 2038.134  26.1 -7.431  0.215
 2038.172  26.1 -7.493  0.285
 2039.106  26.1 -7.891  0.280
 2039.162  26.1 -7.529  0.285
 2039.376  26.1 -7.534  0.286
 2039.466  26.1 -7.790  0.221
 2039.673  26.1 -7.894  0.274
 2039.726  26.1 -7.371  0.290
 2039.966  26.1 -7.374  0.295
 2040.171  26.1 -7.541  0.289
 2040.210  26.1 -7.431  0.215
 2040.237  26.1 -7.893  0.212
 2040.364  26.1 -7.793  0.257
 2040.658  26.1 -7.923  0.252
 2040.690  26.1 -7.787  0.225
 2040.693  26.1 -7.934  0.235
 2040.874  26.1 -7.932  0.226
 2041.038  26.1 -7.538  0.283
 2041.198  26.1 -7.787  0.225
 2041.310  26.1 -7.489  0.280
 2041.314  26.1 -7.528  0.286
 2041.523  26.1 -7.528  0.286
 2042.466  26.1 -7.538  0.288
 2042.576  26.1 -7.868  0.313
 2042.938  26.1 -7.891  0.279
 2043.005  26.1 -7.895  0.211
 2043.317  26.1 -7.372  0.292
 2043.320  26.1 -7.790  0.220
 2043.783  26.1 -7.786  0.224
 2043.830  26.1 -7.538  0.289
 2043.913  26.1 -7.931  0.205
 2043.961  26.1 -7.529  0.283
 2043.997  26.1 -7.931  0.205
 2044.126  26.1 -7.934  0.235
 2044.212  26.1 -7.923  0.252
 2044.259  26.1 -7.931  0.205
 2044.314  26.1 -7.931  0.205
 2044.429  26.1 -7.932  0.224
 2044.806  26.1 -7.753  0.315
 2044.931  26.1 -7.524  0.291
 2044.993  26.1 -7.867  0.322
 2045.336  26.1 -7.540  0.291
 2046.018  26.1 -7.537  0.285
 2046.211  26.1 -7.373  0.296
 2046.365  26.1 -7.534  0.288
 2046.417  26.1 -7.787  0.225
 2046.509  26.1 -7.796  0.216
 2046.522  26.1 -7.720  0.349
 2046.606  26.1 -7.536  0.285
 2047.208  26.1 -7.892  0.235
 2047.580  26.1 -7.371  0.292
 2047.688  26.1 -7.874  0.311
 2047.692  26.1 -7.934  0.236
 2047.716  26.1 -7.883  0.256
 2048.029  26.1 -7.868  0.312
 2048.184  26.1 -7.537  0.284
 2048.491  26.1 -7.788  0.260
 2048.705  26.1 -7.536  0.284
 2048.716  26.1 -7.787  0.225
 2049.533  26.1 -7.872  0.333
 2049.779  26.1 -7.806  0.227
 2049.975  26.1 -7.770  0.243
 2050.018  26.1 -7.546  0.286
 2050.376  26.1 -7.759  0.214
 2050.849  26.1 -7.539  0.289
 2050.993  26.1 -7.759  0.214
 2051.032  26.1 -7.789  0.212
 2051.147  26.1 -7.536  0.284
 2051.342  26.1 -7.867  0.322
 2052.271  26.1 -7.759  0.214
 2052.290  26.1 -7.883  0.257
 2052.450  26.1 -7.804  0.373
 2052.638  26.1 -7.372  0.293
 2052.974  26.1 -7.897  0.212
 2052.990  26.1 -7.536  0.286
 2053.192  26.1 -7.895  0.213
 2053.326  26.1 -7.757  0.217
 2053.694  26.1 -7.805  0.219
 2053.972  26.1 -7.757  0.217
 2054.063  26.1 -7.541  0.292
 2054.069  26.1 -7.861  0.484
 2054.626  26.1 -7.372  0.292
 2054.790  26.1 -7.796  0.221
 2055.268  26.1 -7.787  0.226
 2055.442  26.1 -7.537  0.287
 2055.798  26.1 -7.897  0.212
 2055.810  26.1 -7.924  0.222
 2055.888  26.1 -7.884  0.266
 2056.753  26.1 -7.854  0.232
 2056.812  26.1 -7.779  0.236
 2056.837  26.1 -7.854  0.232
 2056.942  26.1 -7.868  0.315
 2057.012  26.1 -7.775  0.307
 2057.331  26.1 -7.807  0.227
 2057.572  26.1 -7.840  0.208
 2057.689  26.1 -7.545  0.286
 2058.030  26.1 -7.854  0.236
 2058.115  26.1 -7.744  0.231
 2058.169  26.1 -7.808  0.228
 2058.245  26.1 -7.755  0.229
 2058.730  26.1 -7.744  0.231
 2058.763  26.1 -7.892  0.211
 2058.943  26.1 -7.779  0.236
 2058.975  26.1 -7.544  0.289
 2059.013  26.1 -7.884  0.266
 2059.231  26.1 -7.516  0.289
 2059.417  26.1 -7.924  0.222
 2059.456  26.1 -7.887  0.250
 2059.581  26.1 -7.888  0.250
 2060.111  26.1 -7.884  0.266
 2060.813  26.1 -7.888  0.299
 2060.993  26.1 -7.518  0.285
 2061.100  26.1 -7.544  0.289
 2061.381  26.1 -7.535  0.287
 2061.581  26.1 -7.544  0.289
 2061.741  26.1 -7.521  0.285
 2061.778  26.1 -7.520  0.280
 2061.783  26.1 -7.519  0.285
 2061.879  26.1 -7.365  0.292
 2062.034  26.1 -7.755  0.226
 2062.116  26.1 -7.806  0.222
 2062.408  26.1 -7.936  0.213
 2062.542  26.1 -7.536  0.284
 2062.651  26.1 -7.755  0.226
 2062.746  26.1 -7.854  0.176
 2062.788  26.1 -7.790  0.214
 2062.840  26.1 -7.795  0.278
 2062.888  26.1 -7.516  0.287
 2062.984  26.1 -7.365  0.291
 2062.994  26.1 -7.516  0.287
 2063.181  26.1 -7.364  0.282
 2063.221  26.1 -7.798  0.223
 2063.451  26.1 -7.798  0.223
 2063.638  26.1 -7.883  0.261
 2063.646  26.1 -7.493  0.283
 2063.678  26.1 -7.792  0.222
 2063.699  26.1 -7.373  0.295
 2063.735  26.1 -7.873  0.194
 2063.784  26.1 -7.896  0.202
 2063.954  26.1 -7.493  0.283
 2064.100  26.1 -7.865  0.188
 2064.211  26.1 -7.896  0.212
 2064.425  26.1 -7.543  0.284
 2064.556  26.1 -7.535  0.288
 2064.936  26.1 -7.517  0.284
 2065.079  26.1 -7.895  0.202
 2065.357  26.1 -7.430  0.215
 2065.437  26.1 -7.544  0.287
 2065.501  26.1 -7.761  0.218
 2065.512  26.1 -7.508  0.273
 2065.576  26.1 -7.508  0.273
 2065.752  26.1 -7.896  0.206
 2065.838  26.1 -7.508  0.273
 2065.931  26.1 -7.538  0.288
 2066.009  26.1 -7.788  0.223
 2066.169  26.1 -7.886  0.250
 2066.378  26.1 -7.896  0.207
 2066.487  26.1 -7.853  0.234
 2066.531  26.1 -7.901  0.214
 2066.853  26.1 -7.516  0.289
 2066.950  26.1 -7.364  0.292
 2067.046  26.1 -7.369  0.286
 2067.065  26.1 -7.896  0.212
 2067.132  26.1 -7.825  0.331
 2067.211  26.1 -7.824  0.303
 2067.676  26.1 -7.896  0.207
 2067.915  26.1 -7.787  0.233
 2068.016  26.1 -7.901  0.214
 2068.033  26.1 -7.812  0.237
 2068.034  26.1 -7.535  0.287
 2068.205  26.1 -7.533  0.286
 2068.320  26.1 -7.886  0.251
 2068.746  26.1 -7.892  0.210
 2068.769  26.1 -7.879  0.314
 2068.834  26.1 -7.903  0.259
 2068.938  26.1 -7.887  0.246
 2068.967  26.1 -7.850  0.224
 2069.168  26.1 -7.853  0.186
 2069.302  26.1 -7.432  0.215
 2069.317  26.1 -7.529  0.285
 2069.618  26.1 -7.370  0.287
 2069.658  26.1 -7.854  0.233
 2069.703  26.1 -7.815  0.275
 2069.955  26.1 -7.868  0.314
 2070.064  26.1 -7.892  0.212
 2070.188  26.1 -7.519  0.285
 2070.332  26.1 -7.869  0.310
 2070.495  26.1 -7.540  0.284
 2070.612  26.1 -7.853  0.187
 2070.644  26.1 -7.716  0.343
 2070.731  26.1 -7.370  0.286
 2071.347  26.1 -7.894  0.234
 2071.451  26.1 -7.431  0.214
 2071.547  26.1 -7.935  0.199
 2071.791  26.1 -7.795  0.232
 2071.806  26.1 -7.796  0.235
 2071.940  26.1 -7.896  0.209
 2071.969  26.1 -7.520  0.285
 2072.290  26.1 -7.853  0.228
 2072.304  26.1 -7.541  0.286
 2072.570  26.1 -7.896  0.209
 2072.590  26.1 -7.890  0.260
 2072.815  26.1 -7.934  0.209
 2072.965  26.1 -7.371  0.292
 2073.134  26.1 -7.801  0.231
 2073.388  26.1 -7.749  0.226
 2073.510  26.1 -7.541  0.291
 2073.516  26.1 -7.717  0.343
 2073.876  26.1 -7.896  0.209
 2074.012  26.1 -7.749  0.226
 2074.189  26.1 -7.790  0.226
 2074.221  26.1 -7.894  0.234
 2074.534  26.1 -7.824  0.305
 2074.638  26.1 -7.826  0.332
 2074.717  26.1 -7.824  0.305
 2074.726  26.1 -7.370  0.286
 2074.745  26.1 -7.889  0.297
 2074.953  26.1 -7.893  0.205
 2074.960  26.1 -7.897  0.285
 2075.085  26.1 -7.542  0.287
 2075.116  26.1 -7.884  0.277
 2075.170  26.1 -7.938  0.260
 2075.291  26.1 -7.536  0.286
 2075.455  26.1 -7.717  0.343
 2075.497  26.1 -7.938  0.260
 2075.559  26.1 -7.887  0.250
 2075.664  26.1 -7.540  0.290
 2075.679  26.1 -7.796  0.234
 2075.937  26.1 -7.536  0.286
 2076.197  26.1 -7.554  0.293
 2076.817  26.1 -7.555  0.288
 2077.240  26.1 -7.891  0.234
 2077.398  26.1 -7.560  0.290
 2077.419  26.1 -7.770  0.224
 2077.472  26.1 -7.899  0.212
 2077.797  26.1 -7.537  0.288
 2078.042  26.1 -7.890  0.259
 2078.087  26.1 -7.369  0.288
 2078.161  26.1 -7.790  0.223
 2078.264  26.1 -7.372  0.293
 2078.510  26.1 -7.536  0.284
 2078.643  26.1 -7.890  0.289
 2078.952  26.1 -7.374  0.291
 2079.024  26.1 -7.372  0.296
 2079.632  26.1 -7.855  0.236
 2079.781  26.1 -7.933  0.202
 2080.129  26.1 -7.948  0.356
 2080.241  26.1 -7.791  0.204
 2080.363  26.1 -7.899  0.212
 2080.618  26.1 -7.933  0.202
 2080.621  26.1 -7.832  0.163
 2080.873  26.1 -7.555  0.284
 2081.023  26.1 -7.537  0.286
 2081.297  26.1 -7.789  0.217
 2081.590  26.1 -7.872  0.320
 2081.662  26.1 -7.442  0.234
 2081.988  26.1 -7.372  0.294
 2082.272  26.1 -7.372  0.293
 2082.454  26.1 -7.448  0.220
 2082.660  26.1 -7.528  0.286
 2082.781  26.1 -7.436  0.226
 2083.358  26.1 -7.741  0.259
 2083.401  26.1 -7.893  0.216
 2083.516  26.1 -7.869  0.310
 2083.558  26.1 -7.436  0.226
 2083.875  26.1 -7.559  0.290
 2083.988  26.1 -7.741  0.259
 2084.066  26.1 -7.555  0.291
 2084.278  26.1 -7.555  0.286
 2084.522  26.1 -7.517  0.283
 2084.555  26.1 -7.907  0.260
 2084.750  26.1 -7.563  0.288
 2085.018  26.1 -7.879  0.314
 2085.156  26.1 -7.534  0.287
 2085.270  26.1 -7.530  0.288
 2085.290  26.1 -7.517  0.287
 2085.295  26.1 -7.554  0.283
 2085.339  26.1 -7.874  0.301
 2085.385  26.1 -7.550  0.288
 2085.871  26.1 -7.884  0.238
 2085.921  26.1 -7.536  0.283
 2086.064  26.1 -7.523  0.287
 2086.162  26.1 -7.363  0.287
 2086.279  26.1 -7.792  0.211
 2086.922  26.1 -7.564  0.291
 2087.057  26.1 -7.546  0.283
 2087.274  26.1 -7.520  0.277
 2087.375  26.1 -7.550  0.290
 2087.541  26.1 -7.770  0.252
 2087.564  26.1 -7.551  0.288
 2087.607  26.1 -7.868  0.315
 2087.872  26.1 -7.526  0.290
 2087.927  26.1 -7.881  0.309
 2088.011  26.1 -7.545  0.289
 2088.102  26.1 -7.881  0.309
 2088.835  26.1 -7.803  0.224
 2088.953  26.1 -7.881  0.310
 2089.191  26.1 -7.537  0.290
 2089.292  26.1 -7.436  0.223
 2089.372  26.1 -7.476  0.347
 2089.425  26.1 -7.372  0.298
 2089.704  26.1 -7.555  0.290
 2089.705  26.1 -7.875  0.305
 2089.781  26.1 -7.525  0.278
 2089.812  26.1 -7.539  0.289
 2090.328  26.1 -7.543  0.290
 2090.371  26.1 -7.449  0.225
 2090.457  26.1 -7.528  0.287
 2090.556  26.1 -7.890  0.296
 2090.581  26.1 -7.537  0.285
 2090.610  26.1 -7.547  0.287
 2090.719  26.1 -7.430  0.215
 2090.899  26.1 -7.449  0.226
 2091.057  26.1 -7.899  0.370
 2091.269  26.1 -7.545  0.289
 2091.403  26.1 -7.884  0.235
 2091.532  26.1 -7.885  0.235
 2091.698  26.1 -7.438  0.224
 2092.014  26.1 -7.549  0.289
 2092.240  26.1 -7.363  0.288
 2092.246  26.1 -7.738  0.282
 2092.602  26.1 -7.554  0.284
 2092.638  26.1 -7.535  0.280
 2092.684  26.1 -7.562  0.286
 2092.872  26.1 -7.548  0.287
 2092.872  26.1 -7.561  0.293
 2092.882  26.1 -7.738  0.282
 2093.009  26.1 -7.435  0.222
 2093.029  26.1 -7.567  0.289
 2093.089  26.1 -7.449  0.227
 2093.300  26.1 -7.517  0.283
 2093.330  26.1 -7.438  0.224
 2093.458  26.1 -7.563  0.290
 2093.539  26.1 -7.899  0.371
 2093.578  26.1 -7.540  0.288
 2093.627  26.1 -7.889  0.253
 2093.824  26.1 -7.489  0.280
 2093.865  26.1 -7.540  0.287
 2093.868  26.1 -7.529  0.287
 2093.890  26.1 -7.439  0.225
 2093.924  26.1 -7.892  0.251
 2093.980  26.1 -7.517  0.286
 2094.084  26.1 -7.371  0.292
 2094.436  26.1 -7.560  0.292
 2094.458  26.1 -7.529  0.284
 2094.634  26.1 -7.796  0.228
 2094.892  26.1 -7.559  0.286
 2094.977  26.1 -7.792  0.213
 2094.981  26.1 -7.740  0.255
 2094.996  26.1 -7.795  0.213
 2095.184  26.1 -7.868  0.314
 2095.276  26.1 -7.434  0.221
 2095.614  26.1 -7.495  0.286
 2095.683  26.1 -7.541  0.289
 2095.934  26.1 -7.606  0.278
 2096.211  26.1 -7.560  0.290
 2096.229  26.1 -7.765  0.108
 2096.313  26.1 -7.757  0.237
 2096.391  26.1 -7.536  0.283
 2096.402  26.1 -7.544  0.292
 2096.415  26.1 -7.765  0.108
 2096.543  26.1 -7.806  0.224
 2096.764  26.1 -7.867  0.322
 2096.951  26.1 -7.757  0.237
 2097.022  26.1 -7.792  0.214
 2097.061  26.1 -7.437  0.223
 2097.190  26.1 -7.563  0.290
 2097.232  26.1 -7.518  0.282
 2097.295  26.1 -7.520  0.284
 2097.406  26.1 -7.887  0.291
 2097.548  26.1 -7.804  0.227
 2097.654  26.1 -7.564  0.289
 2097.802  26.1 -7.372  0.294
 2097.988  26.1 -7.520  0.286
 2098.087  26.1 -7.364  0.288
 2098.367  26.1 -7.439  0.224
 2098.397  26.1 -7.370  0.287
 2098.706  26.1 -7.855  0.188
 2098.754  26.1 -7.537  0.283
 2098.762  26.1 -7.431  0.216
 2098.983  26.1 -7.431  0.216
 2099.012  26.1 -7.551  0.289
 2099.060  26.1 -7.520  0.285
 2099.257  26.1 -7.559  0.285
 2099.268  26.1 -7.436  0.222
 2099.336  26.1 -7.799  0.217
 2099.337  26.1 -7.436  0.222
 2099.424  26.1 -7.884  0.234
 2099.466  26.1 -7.562  0.287
 2099.489  26.1 -7.892  0.250
 2099.515  26.1 -7.935  0.216
 2100.108  26.1 -7.874  0.196
 2100.144  26.1 -7.545  0.291
 2100.166  26.1 -7.538  0.289
 2100.423  26.1 -7.554  0.291
 2100.698  26.1 -7.559  0.288
 2100.768  26.1 -7.518  0.286
 2100.868  26.1 -7.559  0.290
 2101.008  26.1 -7.879  0.290
 2101.020  26.1 -7.558  0.290
 2101.026  26.1 -7.568  0.291
 2101.098  26.1 -7.538  0.284
 2101.120  26.1 -7.850  0.225
 2101.220  26.1 -7.551  0.290
 2101.401  26.1 -7.560  0.285
 2101.616  26.1 -7.800  0.216
 2101.706  26.1 -7.883  0.256
 2101.954  26.1 -7.536  0.285
 2102.025  26.1 -7.561  0.290
 2102.056  26.1 -7.516  0.283
 2102.113  26.1 -7.565  0.287
 2102.137  26.1 -7.431  0.215
 2102.267  26.1 -7.556  0.284
 2102.367  26.1 -7.563  0.287
 2102.427  26.1 -7.545  0.290
 2102.463  26.1 -7.554  0.288
 2102.525  26.1 -7.861  0.228
 2102.609  26.1 -7.851  0.225
 2102.732  26.1 -7.541  0.290
 2103.413  26.1 -7.544  0.289
 2103.481  26.1 -7.534  0.284
 2103.622  26.1 -7.541  0.291
 2103.686  26.1 -7.560  0.287
 2104.067  26.1 -7.930  0.206
 2104.242  26.1 -7.570  0.289
 2104.407  26.1 -7.867  0.321
 2104.423  26.1 -7.555  0.289
 2104.581  26.1 -7.563  0.287
 2104.583  26.1 -7.559  0.287
 2104.638  26.1 -7.536  0.284
 2104.779  26.1 -7.558  0.291
 2105.037  26.1 -7.935  0.212
 2105.062  26.1 -7.373  0.293
 2105.235  26.1 -7.540  0.285
 2105.339  26.1 -7.368  0.287
 2105.592  26.1 -7.883  0.309
 2105.598  26.1 -7.376  0.293
 2105.770  26.1 -7.883  0.309
 2106.055  26.1 -7.536  0.285
 2106.100  26.1 -7.369  0.289
 2106.181  26.1 -7.520  0.284
 2106.264  26.1 -7.541  0.290
 2106.497  26.1 -7.559  0.287
 2106.654  26.1 -7.526  0.276
 2107.071  26.1 -7.555  0.287
 2107.492  26.1 -7.560  0.290
 2107.555  26.1 -7.883  0.259
 2107.623  26.1 -7.793  0.221
 2107.744  26.1 -7.929  0.269
 2107.794  26.1 -7.810  0.236
 2108.114  26.1 -7.559  0.289
 2108.137  26.1 -7.800  0.221
 2108.306  26.1 -7.555  0.285
 2108.376  26.1 -7.926  0.336
 2108.405  26.1 -7.606  0.293
 2108.656  26.1 -7.561  0.290
 2108.759  26.1 -7.606  0.294
 2108.928  26.1 -7.396  0.284
 2108.945  26.1 -7.555  0.286
 2108.969  26.1 -7.889  0.234
 2109.014  26.1 -7.607  0.296
 2109.021  26.1 -7.925  0.336
 2109.050  26.1 -7.889  0.233
 2109.102  26.1 -7.879  0.289
 2109.104  26.1 -7.562  0.285
 2109.476  26.1 -7.537  0.288
 2109.694  26.1 -7.940  0.206
 2109.892  26.1 -7.554  0.286
 2109.943  26.1 -7.433  0.218
 2110.110  26.1 -7.557  0.287
 2110.111  26.1 -7.533  0.286
 2110.180  26.1 -7.565  0.288
 2110.244  26.1 -7.888  0.252
 2110.311  26.1 -7.706  0.260
 2110.436  26.1 -7.800  0.216
 2110.487  26.1 -7.932  0.240
 2110.618  26.1 -7.670  0.257
 2110.724  26.1 -7.809  0.234
 2110.734  26.1 -7.773  0.250
 2110.859  26.1 -7.701  0.312
 2111.134  26.1 -7.932  0.240
 2111.440  26.1 -7.537  0.284
 2111.506  26.1 -7.701  0.312
 2111.532  26.1 -7.563  0.290
 2111.628  26.1 -7.555  0.285
 2111.758  26.1 -7.851  0.192
 2111.762  26.1 -7.519  0.286
 2111.801  26.1 -7.886  0.288
 2111.863  26.1 -7.364  0.287
 2112.177  26.1 -7.432  0.216
 2112.316  26.1 -7.890  0.267
 2113.065  26.1 -7.542  0.286
 2113.193  26.1 -7.546  0.283
 2113.372  26.1 -7.540  0.290
 2113.405  26.1 -7.607  0.294
 2113.447  26.1 -7.450  0.224
 2113.615  26.1 -7.521  0.286
 2113.680  26.1 -7.565  0.290
 2113.766  26.1 -7.563  0.290
 2113.852  26.1 -7.431  0.217
 2113.857  26.1 -7.883  0.256
 2113.871  26.1 -7.606  0.294
 2113.928  26.1 -7.934  0.212
 2114.087  26.1 -7.731  0.305
 2114.110  26.1 -7.886  0.290
 2114.227  26.1 -7.606  0.294
 2114.336  26.1 -7.559  0.285
 2114.752  26.1 -7.559  0.290
 2114.959  26.1 -7.889  0.235
 2115.175  26.1 -7.550  0.288
 2115.434  26.1 -7.749  0.257
 2115.700  26.1 -7.883  0.258
 2115.846  26.1 -7.550  0.288
 2115.919  26.1 -7.566  0.290
 2116.179  26.1 -7.519  0.280
 2116.350  26.1 -7.451  0.268
 2116.419  26.1 -7.555  0.289
 2116.480  26.1 -7.530  0.292
 2116.870  26.1 -7.941  0.206
 2116.976  26.1 -7.373  0.296
 2116.993  26.1 -7.897  0.232
 2117.453  26.1 -7.544  0.289
 2117.489  26.1 -7.890  0.258
 2117.593  26.1 -7.555  0.287
 2117.630  26.1 -7.890  0.267
 2117.704  26.1 -7.916  0.223
 2117.826  26.1 -7.453  0.269
 2117.841  26.1 -7.564  0.286
 2117.896  26.1 -7.930  0.203
 2118.117  26.1 -7.559  0.286
 2118.198  26.1 -7.791  0.201
 2118.328  26.1 -7.563  0.289
 2118.500  26.1 -7.534  0.282
 2118.519  26.1 -7.551  0.289
 2119.050  26.1 -7.792  0.197
 2119.696  26.1 -7.886  0.288
 2119.784  26.1 -7.929  0.202
 2119.982  26.1 -7.368  0.288
 2120.235  26.1 -7.374  0.293
 2120.369  26.1 -7.521  0.286
 2120.471  26.1 -7.364  0.288
 2120.954  26.1 -7.890  0.237
 2120.976  26.1 -7.395  0.284
 2121.009  26.1 -7.891  0.270
 2121.099  26.1 -7.814  0.243
 2121.522  26.1 -7.448  0.224
 2121.538  26.1 -7.533  0.290
 2121.629  26.1 -7.889  0.255
 2121.670  26.1 -7.440  0.225
 2121.737  26.1 -7.554  0.289
 2122.022  26.1 -7.886  0.289
 2122.344  26.1 -7.440  0.225
 2122.454  26.1 -7.793  0.218
 2122.507  26.1 -7.889  0.257
 2122.619  26.1 -7.547  0.285
 2122.740  26.1 -7.926  0.200
 2123.018  26.1 -7.886  0.288
 2123.437  26.1 -7.435  0.216
 2123.677  26.1 -7.893  0.249
 2123.796  26.1 -7.493  0.286
 2123.818  26.1 -7.829  0.289
 2124.053  26.1 -7.559  0.287
 2124.088  26.1 -7.499  0.287
 2124.128  26.1 -7.538  0.288
 2124.209  26.1 -7.448  0.224
 2124.725  26.1 -7.365  0.290
 2125.034  26.1 -7.440  0.225
 2125.154  26.1 -7.702  0.257
 2125.336  26.1 -7.451  0.267
 2125.427  26.1 -7.890  0.257
 2125.468  26.1 -7.530  0.290
 2125.581  26.1 -7.531  0.291
 2125.725  26.1 -7.505  0.284
 2125.814  26.1 -7.673  0.256
 2125.858  26.1 -7.555  0.289
 2126.036  26.1 -7.538  0.288
 2126.098  26.1 -7.535  0.285
 2126.378  26.1 -7.830  0.287
 2126.423  26.1 -7.497  0.286
 2126.455  26.1 -7.926  0.199
 2126.518  26.1 -7.924  0.200
